ID_Adherent,Entreprise,Secteur,Filière_CFCIM,Région,Taille,CA_Estimé_MDH,Score_Engagement,Score_Calculé,score_events,score_email,score_services,score_digital,score_dynamique,Segment,Nb_Participations_12m,Nb_Services_Distincts,Email_Optin,App_MyCFCIM,Date_Calcul
ADH-0150,Tanger Export,Distribution & Retail,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),2.1,66,48,100,28,27,40,0,Modéré,4,3,Oui,Non,2026-04-21
ADH-0151,Maroc Services,Industrie manufacturière,Art de vivre & Santé,Rabat-Salé-Kénitra,PME (11-50),38.6,35,20,33,9,9,40,0,À risque,1,1,Oui,Non,2026-04-21
ADH-0152,Sahara Partners,Conseil & Services,Cleantech,Casablanca-Settat,PME (11-50),31.8,66,43,50,30,27,100,0,Modéré,1,3,Oui,Oui,2026-04-21
ADH-0153,Optima Group,Finance & Assurance,Industrie & Infrastructures,Rabat-Salé-Kénitra,TPE (1-10),3.5,73,39,100,0,45,0,0,À risque,5,5,Non,Non,2026-04-21
ADH-0154,Global Logistics,IT & Digital,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),20.5,18,31,33,12,9,40,100,À risque,1,1,Oui,Non,2026-04-21
ADH-0155,Smart Digital,Finance & Assurance,Art de vivre & Santé,Tanger-Tétouan,Grande Entreprise (250+),971.9,59,60,100,20,27,100,50,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0156,Casa Industries,Logistique & Transport,Agrotech,Casablanca-Settat,ETI (51-250),82.3,41,14,33,0,18,0,0,Dormant,1,2,Non,Non,2026-04-21
ADH-0157,Pro Partners,Agroalimentaire,Industrie & Infrastructures,Dakhla-Oued Eddahab,TPE (1-10),0.7,92,64,100,41,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0158,Franco Transport,Textile & Mode,Cleantech,Casablanca-Settat,Grande Entreprise (250+),1010.1,25,43,50,5,9,100,100,Modéré,1,1,Oui,Oui,2026-04-21
ADH-0159,Franco International,Distribution & Retail,Tech & Services,Béni Mellal-Khénifra,TPE (1-10),0.9,16,15,0,9,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0160,Nova Development,Santé & Pharma,Tech & Services,Dakhla-Oued Eddahab,PME (11-50),38.6,64,47,67,26,27,100,0,Modéré,2,3,Oui,Oui,2026-04-21
ADH-0161,Maroc Digital,Finance & Assurance,Tech & Services,Marrakech-Safi,PME (11-50),13.7,77,63,100,34,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0162,Souss Consulting,Automobile,Tech & Services,Tanger-Tétouan,Grande Entreprise (250+),1324.1,56,38,67,25,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0163,Prime Transport,Distribution & Retail,Industrie & Infrastructures,Casablanca-Settat,Grande Entreprise (250+),1393.1,23,41,33,8,18,100,100,Modéré,1,2,Oui,Oui,2026-04-21
ADH-0164,Prime Solutions,Logistique & Transport,Cleantech,Rabat-Salé-Kénitra,PME (11-50),40.8,64,49,100,30,27,40,0,Modéré,4,3,Oui,Non,2026-04-21
ADH-0165,Maroc Tech,Logistique & Transport,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),21.6,48,51,67,20,27,100,50,Modéré,2,3,Oui,Oui,2026-04-21
ADH-0166,Optima Agri,Santé & Pharma,Agrotech,Tanger-Tétouan,TPE (1-10),3,82,50,100,28,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0167,Vision Trading,Énergie & Environnement,Cleantech,Béni Mellal-Khénifra,ETI (51-250),87.7,21,44,50,7,9,100,100,Modéré,1,1,Oui,Oui,2026-04-21
ADH-0168,Franco Export,Agroalimentaire,Tech & Services,Casablanca-Settat,ETI (51-250),59.8,10,13,0,0,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0169,Green Agri,Automobile,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),958.6,63,46,100,0,36,60,0,Modéré,3,4,Non,Oui,2026-04-21
ADH-0170,Franco Consulting,Santé & Pharma,Art de vivre & Santé,Oriental,ETI (51-250),113,48,63,100,19,18,100,100,Actif engagé,5,2,Oui,Oui,2026-04-21
ADH-0171,Nova Invest,Automobile,Tech & Services,Rabat-Salé-Kénitra,Grande Entreprise (250+),1487.4,86,54,100,36,45,40,0,Modéré,5,5,Oui,Non,2026-04-21
ADH-0172,Euro Finance,Textile & Mode,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),4.2,51,50,100,20,18,40,50,Modéré,5,2,Oui,Non,2026-04-21
ADH-0173,Méditerranée Industries,Énergie & Environnement,Agrotech,Fès-Meknès,Grande Entreprise (250+),880.9,58,67,100,19,36,100,100,Actif engagé,4,4,Oui,Oui,2026-04-21
ADH-0174,Royal Services,Agroalimentaire,Industrie & Infrastructures,Tanger-Tétouan,PME (11-50),9.6,95,56,100,42,45,40,0,Modéré,3,5,Oui,Non,2026-04-21
ADH-0175,Africa Services,Automobile,Cleantech,Fès-Meknès,ETI (51-250),242.8,89,60,100,32,36,100,0,Actif engagé,9,4,Oui,Oui,2026-04-21
ADH-0176,Global Partners,Finance & Assurance,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),3.2,58,53,100,21,36,40,50,Modéré,3,4,Oui,Non,2026-04-21
ADH-0177,Souss Tech,Distribution & Retail,Industrie & Infrastructures,Souss-Massa,ETI (51-250),142,21,51,100,5,18,40,100,Modéré,3,2,Oui,Non,2026-04-21
ADH-0178,Africa Digital,Santé & Pharma,Cleantech,Béni Mellal-Khénifra,PME (11-50),41.8,55,40,50,20,27,100,0,Modéré,1,3,Oui,Oui,2026-04-21
ADH-0179,Méditerranée Finance,Télécoms,Art de vivre & Santé,Oriental,ETI (51-250),262.8,78,61,100,29,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0180,Green Services,Éducation & Formation,Industrie & Infrastructures,Rabat-Salé-Kénitra,TPE (1-10),4.2,59,54,100,23,36,40,50,Modéré,3,4,Oui,Non,2026-04-21
ADH-0181,Maghreb Development,Santé & Pharma,Cleantech,Tanger-Tétouan,TPE (1-10),5,69,64,100,25,36,100,50,Actif engagé,3,4,Oui,Oui,2026-04-21
ADH-0182,Franco Services,Automobile,Tech & Services,Tanger-Tétouan,PME (11-50),36.3,75,51,100,32,36,40,0,Modéré,4,4,Oui,Non,2026-04-21
ADH-0183,Optima Industries,Télécoms,Industrie & Infrastructures,Tanger-Tétouan,PME (11-50),14.7,61,35,100,0,27,0,0,À risque,3,3,Non,Non,2026-04-21
ADH-0184,Green Construction,Agroalimentaire,Art de vivre & Santé,Rabat-Salé-Kénitra,ETI (51-250),125.3,22,25,33,10,9,40,50,À risque,1,1,Oui,Non,2026-04-21
ADH-0185,Vision Agri,Logistique & Transport,Tech & Services,Tanger-Tétouan,Grande Entreprise (250+),1314.5,76,27,67,0,36,0,0,À risque,2,4,Non,Non,2026-04-21
ADH-0186,Souss Export,Automobile,Agrotech,Casablanca-Settat,TPE (1-10),3.3,45,34,100,0,18,0,0,À risque,4,2,Non,Non,2026-04-21
ADH-0187,Sahara Invest,Finance & Assurance,Art de vivre & Santé,Tanger-Tétouan,ETI (51-250),66.9,68,38,67,26,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0188,Maghreb Pharma,Textile & Mode,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),0.6,92,63,100,34,45,100,0,Actif engagé,5,5,Oui,Oui,2026-04-21
ADH-0189,Nova Import,Distribution & Retail,Agrotech,Tanger-Tétouan,PME (11-50),20.9,47,37,67,23,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0190,Neo Energy,Finance & Assurance,Agrotech,Souss-Massa,PME (11-50),7.8,53,51,100,18,27,40,50,Modéré,4,3,Oui,Non,2026-04-21
ADH-0191,Rif Group,Distribution & Retail,Tech & Services,Fès-Meknès,PME (11-50),19.2,47,25,67,0,27,0,0,À risque,2,3,Non,Non,2026-04-21
ADH-0192,Tanger Group,Distribution & Retail,Tech & Services,Souss-Massa,Grande Entreprise (250+),906.9,48,48,100,15,18,40,50,Modéré,4,2,Oui,Non,2026-04-21
ADH-0193,Casa Partners,Textile & Mode,Industrie & Infrastructures,Oriental,PME (11-50),45.3,73,61,100,26,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0194,Smart Export,Logistique & Transport,Industrie & Infrastructures,Rabat-Salé-Kénitra,Grande Entreprise (250+),753.4,78,59,100,28,36,100,0,Modéré,4,4,Oui,Oui,2026-04-21
ADH-0195,Global Agri,Éducation & Formation,Tech & Services,Casablanca-Settat,PME (11-50),19.5,63,47,100,24,27,40,0,Modéré,5,3,Oui,Non,2026-04-21
ADH-0196,Euro Foods,Tourisme & Hôtellerie,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),3.6,40,65,100,20,27,100,100,Actif engagé,6,3,Oui,Oui,2026-04-21
ADH-0197,First Partners,Tourisme & Hôtellerie,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),4.9,85,52,100,34,36,40,0,Modéré,6,4,Oui,Non,2026-04-21
ADH-0198,Méditerranée Digital,Distribution & Retail,Tech & Services,Casablanca-Settat,PME (11-50),47.9,40,39,100,0,18,0,50,À risque,3,2,Non,Non,2026-04-21
ADH-0199,Maghreb Services,Agroalimentaire,Cleantech,Rabat-Salé-Kénitra,ETI (51-250),141.6,86,48,100,0,45,60,0,Modéré,4,5,Non,Oui,2026-04-21
ADH-0200,Optima Services,Finance & Assurance,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),2.2,68,44,100,0,27,60,0,Modéré,5,3,Non,Oui,2026-04-21
ADH-0201,Green Partners,Textile & Mode,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),1.6,62,62,100,26,27,100,50,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0202,Africa Finance,Agroalimentaire,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),36.7,61,35,100,0,27,0,0,À risque,6,3,Non,Non,2026-04-21
ADH-0203,Rif Consulting,Automobile,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),12.8,29,54,100,16,18,40,100,Modéré,3,2,Oui,Non,2026-04-21
ADH-0204,Tech Finance,Conseil & Services,Tech & Services,Casablanca-Settat,ETI (51-250),228,55,38,67,25,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0205,Rif Services,IT & Digital,Tech & Services,Casablanca-Settat,Grande Entreprise (250+),913.5,15,14,0,6,9,40,50,Dormant,0,1,Oui,Non,2026-04-21
ADH-0206,Euro Development,Industrie manufacturière,Cleantech,Casablanca-Settat,TPE (1-10),2.3,63,46,100,0,36,60,0,Modéré,5,4,Non,Oui,2026-04-21
ADH-0207,Royal Capital,Finance & Assurance,Art de vivre & Santé,Marrakech-Safi,TPE (1-10),3.6,74,53,100,31,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0208,Vision Transport,Automobile,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),24.5,19,25,33,7,9,40,50,À risque,1,1,Oui,Non,2026-04-21
ADH-0209,Royal Tech,Automobile,Tech & Services,Casablanca-Settat,PME (11-50),15.1,90,55,100,32,55,40,0,Modéré,7,6,Oui,Non,2026-04-21
ADH-0210,Rif Pharma,Santé & Pharma,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),1.9,85,46,100,0,36,60,0,Modéré,4,4,Non,Oui,2026-04-21
ADH-0211,Nova Transport,Automobile,Art de vivre & Santé,Souss-Massa,PME (11-50),37.4,84,38,67,0,45,60,0,À risque,2,5,Non,Oui,2026-04-21
ADH-0212,Nova Logistics,Finance & Assurance,Tech & Services,Casablanca-Settat,PME (11-50),23.7,81,51,100,30,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0213,Euro Pharma,Conseil & Services,Tech & Services,Casablanca-Settat,TPE (1-10),2.3,88,62,100,33,45,100,0,Actif engagé,7,5,Oui,Oui,2026-04-21
ADH-0214,Sahara Foods,Textile & Mode,Agrotech,Casablanca-Settat,PME (11-50),20.3,58,47,100,20,27,40,0,Modéré,3,3,Oui,Non,2026-04-21
ADH-0215,Franco Engineering,Logistique & Transport,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),1.6,73,51,100,30,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0216,Africa Agri,Textile & Mode,Cleantech,Tanger-Tétouan,ETI (51-250),253.4,55,67,100,21,36,100,100,Actif engagé,3,4,Oui,Oui,2026-04-21
ADH-0217,Prime Energy,Télécoms,Art de vivre & Santé,Rabat-Salé-Kénitra,TPE (1-10),0.9,46,35,100,0,27,0,0,À risque,3,3,Non,Non,2026-04-21
ADH-0218,Souss Trading,Tourisme & Hôtellerie,Tech & Services,Tanger-Tétouan,ETI (51-250),120.3,48,25,33,15,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0219,Atlas Consulting,Textile & Mode,Agrotech,Casablanca-Settat,TPE (1-10),3.8,61,70,100,29,36,100,100,Actif engagé,6,4,Oui,Oui,2026-04-21
ADH-0220,Africa Group,Tourisme & Hôtellerie,Agrotech,Tanger-Tétouan,PME (11-50),29.9,16,8,0,2,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0221,Prime Finance,Conseil & Services,Agrotech,Béni Mellal-Khénifra,PME (11-50),32.5,36,12,0,10,18,40,0,Dormant,0,2,Oui,Non,2026-04-21
ADH-0222,Méditerranée Capital,Santé & Pharma,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),1.4,54,51,100,0,36,60,50,Modéré,7,4,Non,Oui,2026-04-21
ADH-0223,Maghreb Group,Automobile,Industrie & Infrastructures,Casablanca-Settat,TPE (1-10),2.8,60,25,67,0,27,0,0,À risque,2,3,Non,Non,2026-04-21
ADH-0224,Optima Capital,Automobile,Agrotech,Casablanca-Settat,Grande Entreprise (250+),1732.4,92,41,100,0,55,0,0,Modéré,7,6,Non,Non,2026-04-21
ADH-0225,Neo Transport,Conseil & Services,Industrie & Infrastructures,Rabat-Salé-Kénitra,PME (11-50),21.6,46,34,67,17,18,40,0,À risque,2,2,Oui,Non,2026-04-21
ADH-0226,Euro Import,Éducation & Formation,Cleantech,Casablanca-Settat,PME (11-50),31.9,31,4,0,0,18,0,0,Dormant,0,2,Non,Non,2026-04-21
ADH-0227,Souss Import,BTP & Immobilier,Cleantech,Souss-Massa,ETI (51-250),181.1,10,28,0,4,9,100,100,À risque,0,1,Oui,Oui,2026-04-21
ADH-0228,Maghreb Transport,Industrie manufacturière,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),160.3,46,27,33,22,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0229,Neo Trading,Textile & Mode,Cleantech,Rabat-Salé-Kénitra,PME (11-50),46.4,24,10,0,9,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0230,Franco Invest,Logistique & Transport,Industrie & Infrastructures,Marrakech-Safi,TPE (1-10),4.8,15,17,33,0,9,0,50,Dormant,1,1,Non,Non,2026-04-21
ADH-0231,Tech Partners,Finance & Assurance,Agrotech,Rabat-Salé-Kénitra,PME (11-50),35.6,38,15,33,0,27,0,0,Dormant,1,3,Non,Non,2026-04-21
ADH-0232,Rif Engineering,Conseil & Services,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),47.4,12,27,0,1,9,100,100,À risque,0,1,Oui,Oui,2026-04-21
ADH-0233,Neo Export,Logistique & Transport,Agrotech,Tanger-Tétouan,TPE (1-10),3,67,64,100,29,36,100,50,Actif engagé,5,4,Oui,Oui,2026-04-21
ADH-0234,Tech Development,Télécoms,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),4.8,67,63,100,29,27,100,50,Actif engagé,4,3,Oui,Oui,2026-04-21
ADH-0235,Euro Export,Agroalimentaire,Agrotech,Casablanca-Settat,TPE (1-10),3.5,73,67,100,31,45,100,50,Actif engagé,3,5,Oui,Oui,2026-04-21
ADH-0236,Tech Logistics,Télécoms,Cleantech,Casablanca-Settat,ETI (51-250),84.3,13,43,50,4,9,100,100,Modéré,1,1,Oui,Oui,2026-04-21
ADH-0237,Pro Digital,IT & Digital,Industrie & Infrastructures,Marrakech-Safi,ETI (51-250),75,33,37,33,12,18,100,50,À risque,1,2,Oui,Oui,2026-04-21
ADH-0238,Pro Services,BTP & Immobilier,Tech & Services,Rabat-Salé-Kénitra,PME (11-50),23.3,10,48,67,6,9,100,100,Modéré,2,1,Oui,Oui,2026-04-21
ADH-0239,Maghreb Solutions,Finance & Assurance,Agrotech,Oriental,ETI (51-250),234.7,22,51,100,11,9,40,100,Modéré,3,1,Oui,Non,2026-04-21
ADH-0240,Sahara Group,Éducation & Formation,Cleantech,Casablanca-Settat,ETI (51-250),96.6,76,62,100,34,45,100,0,Actif engagé,4,5,Oui,Oui,2026-04-21
ADH-0241,Optima Consulting,Télécoms,Cleantech,Casablanca-Settat,TPE (1-10),5,74,52,100,26,45,40,0,Modéré,6,5,Oui,Non,2026-04-21
ADH-0242,Prime Logistics,IT & Digital,Art de vivre & Santé,Tanger-Tétouan,ETI (51-250),90.6,25,26,0,10,18,100,50,À risque,0,2,Oui,Oui,2026-04-21
ADH-0243,Atlas Import,Énergie & Environnement,Industrie & Infrastructures,Fès-Meknès,TPE (1-10),3.5,33,12,0,17,9,40,0,Dormant,0,1,Oui,Non,2026-04-21
ADH-0244,Vision Development,Éducation & Formation,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),71.7,65,61,100,22,27,100,50,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0245,Smart Capital,Télécoms,Tech & Services,Rabat-Salé-Kénitra,PME (11-50),22.3,61,49,100,22,36,40,0,Modéré,4,4,Oui,Non,2026-04-21
ADH-0246,First Transport,BTP & Immobilier,Art de vivre & Santé,Rabat-Salé-Kénitra,ETI (51-250),223.2,68,49,100,32,27,40,0,Modéré,5,3,Oui,Non,2026-04-21
ADH-0247,Euro International,Textile & Mode,Agrotech,Casablanca-Settat,PME (11-50),36.1,49,37,67,24,27,40,0,À risque,2,3,Oui,Non,2026-04-21
ADH-0248,Souss Engineering,Automobile,Agrotech,Marrakech-Safi,PME (11-50),38.6,74,53,100,33,45,40,0,Modéré,4,5,Oui,Non,2026-04-21
ADH-0249,Pro Trading,Distribution & Retail,Industrie & Infrastructures,Souss-Massa,PME (11-50),31.8,93,39,100,0,45,0,0,À risque,6,5,Non,Non,2026-04-21
ADH-0250,Green Export,Énergie & Environnement,Tech & Services,Souss-Massa,PME (11-50),10,81,37,100,0,36,0,0,À risque,3,4,Non,Non,2026-04-21
ADH-0251,Royal International,Énergie & Environnement,Industrie & Infrastructures,Oriental,PME (11-50),10.2,29,12,33,0,9,0,0,Dormant,1,1,Non,Non,2026-04-21
ADH-0252,Prime Group,Logistique & Transport,Agrotech,Casablanca-Settat,ETI (51-250),164.2,71,35,100,0,27,0,0,À risque,5,3,Non,Non,2026-04-21
ADH-0253,Pro Tech,Industrie manufacturière,Tech & Services,Rabat-Salé-Kénitra,Grande Entreprise (250+),1688,61,44,100,0,27,60,0,Modéré,4,3,Non,Oui,2026-04-21
ADH-0254,Maghreb Construction,Énergie & Environnement,Art de vivre & Santé,Casablanca-Settat,PME (11-50),49.7,64,63,100,30,27,100,50,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0255,Euro Construction,Automobile,Industrie & Infrastructures,Marrakech-Safi,TPE (1-10),3.4,39,26,33,17,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0256,Prime Development,Textile & Mode,Tech & Services,Marrakech-Safi,Grande Entreprise (250+),1786.7,87,60,100,32,36,100,0,Actif engagé,4,4,Oui,Oui,2026-04-21
ADH-0257,Royal Import,IT & Digital,Agrotech,Fès-Meknès,TPE (1-10),0.6,39,41,67,17,27,40,50,Modéré,2,3,Oui,Non,2026-04-21
ADH-0258,Souss Foods,Énergie & Environnement,Art de vivre & Santé,Casablanca-Settat,PME (11-50),47.2,57,53,100,25,27,40,50,Modéré,4,3,Oui,Non,2026-04-21
ADH-0259,Maroc Consulting,Tourisme & Hôtellerie,Art de vivre & Santé,Casablanca-Settat,TPE (1-10),3.5,83,59,100,28,36,100,0,Modéré,5,4,Oui,Oui,2026-04-21
ADH-0260,Souss Finance,IT & Digital,Art de vivre & Santé,Marrakech-Safi,PME (11-50),7.5,39,26,33,17,27,40,0,À risque,1,3,Oui,Non,2026-04-21
ADH-0261,Optima Invest,Éducation & Formation,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),4.4,64,48,100,25,27,40,0,Modéré,8,3,Oui,Non,2026-04-21
ADH-0262,Tech Transport,Télécoms,Agrotech,Casablanca-Settat,Grande Entreprise (250+),1364.2,41,15,33,0,27,0,0,Dormant,1,3,Non,Non,2026-04-21
ADH-0263,Global Construction,Automobile,Tech & Services,Rabat-Salé-Kénitra,PME (11-50),38.9,56,67,100,20,36,100,100,Actif engagé,4,4,Oui,Oui,2026-04-21
ADH-0264,Maghreb Finance,Textile & Mode,Cleantech,Casablanca-Settat,PME (11-50),11,78,60,100,30,36,100,0,Actif engagé,4,4,Oui,Oui,2026-04-21
ADH-0265,Franco Pharma,Agroalimentaire,Tech & Services,Tanger-Tétouan,TPE (1-10),0.9,68,49,100,29,27,40,0,Modéré,4,3,Oui,Non,2026-04-21
ADH-0266,Rif Transport,Industrie manufacturière,Art de vivre & Santé,Oriental,PME (11-50),26.6,43,66,100,21,27,100,100,Actif engagé,5,3,Oui,Oui,2026-04-21
ADH-0267,Rif Trading,Industrie manufacturière,Tech & Services,Oriental,ETI (51-250),169.7,93,48,100,0,45,60,0,Modéré,5,5,Non,Oui,2026-04-21
ADH-0268,Tech Capital,Distribution & Retail,Industrie & Infrastructures,Tanger-Tétouan,PME (11-50),29,74,52,100,29,45,40,0,Modéré,4,5,Oui,Non,2026-04-21
ADH-0269,Smart Foods,Agroalimentaire,Agrotech,Marrakech-Safi,Grande Entreprise (250+),1594.8,30,28,33,14,18,40,50,À risque,1,2,Oui,Non,2026-04-21
ADH-0270,Royal Industries,Conseil & Services,Cleantech,Rabat-Salé-Kénitra,TPE (1-10),3.1,23,46,50,8,18,100,100,Modéré,1,2,Oui,Oui,2026-04-21
ADH-0271,Rif Capital,IT & Digital,Cleantech,Fès-Meknès,TPE (1-10),2.7,60,55,100,29,36,40,50,Modéré,7,4,Oui,Non,2026-04-21
ADH-0272,First Pharma,Industrie manufacturière,Cleantech,Souss-Massa,PME (11-50),38,55,42,50,18,36,100,0,Modéré,1,4,Oui,Oui,2026-04-21
ADH-0273,First Finance,Logistique & Transport,Tech & Services,Rabat-Salé-Kénitra,TPE (1-10),5,79,46,100,0,36,60,0,Modéré,7,4,Non,Oui,2026-04-21
ADH-0274,Maghreb Industries,Textile & Mode,Agrotech,Fès-Meknès,TPE (1-10),1.5,85,62,100,38,36,100,0,Actif engagé,4,4,Oui,Oui,2026-04-21
ADH-0275,Green Foods,Énergie & Environnement,Agrotech,Rabat-Salé-Kénitra,PME (11-50),35,85,64,100,38,45,100,0,Actif engagé,7,5,Oui,Oui,2026-04-21
ADH-0276,Atlas Finance,Santé & Pharma,Cleantech,Casablanca-Settat,PME (11-50),28.8,46,35,100,0,27,0,0,À risque,2,3,Non,Non,2026-04-21
ADH-0277,Atlas Digital,Éducation & Formation,Art de vivre & Santé,Rabat-Salé-Kénitra,TPE (1-10),4.1,57,60,100,20,27,100,50,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0278,Optima Digital,Conseil & Services,Agrotech,Casablanca-Settat,TPE (1-10),4.1,23,26,33,14,9,40,50,À risque,1,1,Oui,Non,2026-04-21
ADH-0279,Pro Solutions,Finance & Assurance,Tech & Services,Rabat-Salé-Kénitra,Grande Entreprise (250+),353.9,39,56,100,17,27,40,100,Modéré,5,3,Oui,Non,2026-04-21
ADH-0280,Atlas Export,Automobile,Agrotech,Tanger-Tétouan,PME (11-50),34,72,48,100,0,45,60,0,Modéré,5,5,Non,Oui,2026-04-21
ADH-0281,Green Group,IT & Digital,Industrie & Infrastructures,Tanger-Tétouan,TPE (1-10),4.5,89,64,100,40,45,100,0,Actif engagé,7,5,Oui,Oui,2026-04-21
ADH-0282,Franco Industries,IT & Digital,Cleantech,Casablanca-Settat,PME (11-50),46.8,17,50,100,7,9,40,100,Modéré,4,1,Oui,Non,2026-04-21
ADH-0283,Souss Transport,Éducation & Formation,Industrie & Infrastructures,Béni Mellal-Khénifra,PME (11-50),45.3,36,25,0,19,27,100,0,À risque,0,3,Oui,Oui,2026-04-21
ADH-0284,Neo Import,Agroalimentaire,Tech & Services,Casablanca-Settat,ETI (51-250),63.4,16,59,100,7,9,100,100,Modéré,4,1,Oui,Oui,2026-04-21
ADH-0285,Franco Agri,Distribution & Retail,Industrie & Infrastructures,Souss-Massa,TPE (1-10),2.3,24,27,33,11,18,40,50,À risque,1,2,Oui,Non,2026-04-21
ADH-0286,Pro Transport,Finance & Assurance,Industrie & Infrastructures,Casablanca-Settat,PME (11-50),32.8,94,65,100,42,45,100,0,Actif engagé,7,5,Oui,Oui,2026-04-21
ADH-0287,Tanger Services,Textile & Mode,Tech & Services,Casablanca-Settat,ETI (51-250),88.6,70,50,100,27,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0288,Casa Solutions,BTP & Immobilier,Agrotech,Rabat-Salé-Kénitra,PME (11-50),39.3,68,63,100,30,27,100,50,Actif engagé,3,3,Oui,Oui,2026-04-21
ADH-0289,Sahara Construction,Logistique & Transport,Agrotech,Rabat-Salé-Kénitra,TPE (1-10),2.3,21,41,67,12,9,40,100,Modéré,2,1,Oui,Non,2026-04-21
ADH-0290,Franco Development,BTP & Immobilier,Industrie & Infrastructures,Souss-Massa,Grande Entreprise (250+),1624.6,69,35,100,0,27,0,0,À risque,3,3,Non,Non,2026-04-21
ADH-0291,Africa International,Automobile,Agrotech,Casablanca-Settat,PME (11-50),27.2,62,46,100,20,27,40,0,Modéré,6,3,Oui,Non,2026-04-21
ADH-0292,Tanger Construction,Conseil & Services,Agrotech,Casablanca-Settat,TPE (1-10),2.1,49,49,100,18,18,40,50,Modéré,4,2,Oui,Non,2026-04-21
ADH-0293,Optima Trading,Logistique & Transport,Art de vivre & Santé,Tanger-Tétouan,TPE (1-10),0.5,64,40,67,28,36,40,0,Modéré,2,4,Oui,Non,2026-04-21
ADH-0294,Africa Capital,Logistique & Transport,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),293.6,86,51,100,32,36,40,0,Modéré,5,4,Oui,Non,2026-04-21
ADH-0295,Optima Export,IT & Digital,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),291.1,56,39,67,24,36,40,0,À risque,2,4,Oui,Non,2026-04-21
ADH-0296,Nova Engineering,Énergie & Environnement,Industrie & Infrastructures,Tanger-Tétouan,TPE (1-10),2.3,95,48,100,0,45,60,0,Modéré,6,5,Non,Oui,2026-04-21
ADH-0297,Nova Finance,Automobile,Industrie & Infrastructures,Casablanca-Settat,ETI (51-250),56.7,65,40,67,26,36,40,0,Modéré,2,4,Oui,Non,2026-04-21
ADH-0298,Maroc Construction,Finance & Assurance,Art de vivre & Santé,Fès-Meknès,PME (11-50),18.6,85,34,33,34,45,40,0,À risque,1,5,Oui,Non,2026-04-21
ADH-0299,Africa Solutions,Logistique & Transport,Tech & Services,Casablanca-Settat,TPE (1-10),2.3,23,43,67,0,18,60,100,Modéré,2,2,Non,Oui,2026-04-21
ADH-0300,Méditerranée Export,Télécoms,Cleantech,Casablanca-Settat,TPE (1-10),3.4,34,20,0,14,9,100,0,À risque,0,1,Oui,Oui,2026-04-21
